recipe_key,language,title,cooking_instructions,calories,proteins_g,carbs_g,fats_g,servings,cooking_time_minutes,ingredients,tags
ham-cheese-omelette,th,ออมเล็ตแฮมและชีส,ตีไข่กับนม เกลือ และพริกไทย|หั่นแฮมเป็นลูกเต๋าเล็ก|ผัดแฮมในเนย 1-2 นาที|เทส่วนผสมไข่ โรยชีส|ปิดฝาปรุง 7-10 นาที,520,34,6,38,1,15,ไข่:3:pcs;แฮม:70:g;ชีสแข็ง:50:g;นม:2:tbsp;เนย:10:g;เกลือ:1:tsp;พริกไทย:1:tsp,อาหารเช้า;ออมเล็ต
ham-cheese-omelette,tr,Jambonlu ve Peynirli Omlet,"Yumurtaları süt, tuz ve biberle çırpın.|Jambonu küçük küpler halinde doğrayın.|Jambonu tereyağında 1-2 dakika kavurun.|Yumurta karışımını dökün, peynir serpin.|Kapaklı olarak 7-10 dakika pişirin.",520,34,6,38,1,15,Yumurta:3:pcs;Jambon:70:g;Kaşar peyniri:50:g;Süt:2:tbsp;Tereyağı:10:g;Tuz:1:tsp;Biber:1:tsp,kahvaltı;omlet
ham-cheese-omelette,uk,Омлет з шинкою та сиром,"Яйця збийте з молоком, сіллю та перцем.|Шинку наріжте дрібними кубиками.|Обсмажте шинку на вершковому маслі 1–2 хвилини.|Залийте яєчною сумішшю, посипте сиром.|Готуйте під кришкою 7–10 хвилин.",520,34,6,38,1,15,Яйця:3:pcs;Шинка:70:g;Твердий сир:50:g;Молоко:2:tbsp;Вершкове масло:10:g;Сіль:1:tsp;Перець:1:tsp,сніданок;омлет
ham-cheese-omelette,vi,Trứng ốp la với giăm bông và phô mai,"Đánh trứng với sữa, muối và tiêu.|Cắt giăm bông thành hạt lựu nhỏ.|Xào giăm bông với bơ 1-2 phút.|Đổ hỗn hợp trứng, rắc phô mai.|Đậy nắp nấu 7-10 phút.",520,34,6,38,1,15,Trứng:3:pcs;Giăm bông:70:g;Phô mai cứng:50:g;Sữa:2:tbsp;Bơ:10:g;Muối:1:tsp;Tiêu:1:tsp,bữa sáng;trứng ốp la
ham-cheese-omelette,zh-Hans,火腿芝士煎蛋卷,将鸡蛋与牛奶、盐和胡椒打散。|将火腿切成小丁。|用黄油煎火腿1-2分钟。|倒入蛋液，撒上芝士。|盖上锅盖煎7-10分钟。,520,34,6,38,1,15,鸡蛋:3:pcs;火腿:70:g;硬质奶酪:50:g;牛奶:2:tbsp;黄油:10:g;盐:1:tsp;胡椒:1:tsp,早餐;煎蛋卷
fried-eggs-sausages-mushrooms,ar,بيض مقلي مع نقانق وفطر,قطّعي الفطر إلى شرائح.|اقلي النقانق حتى تصبح ذهبية.|أضيفي الفطر واطهي حتى يلين.|اكسري البيض واطهي حتى النضج.,540,26,8,42,1,15,بيض:2:pcs;نقانق الإفطار:2:pcs;فطر:100:g;زيت زيتون:1:tsp;ملح:1:tsp,فطور;بيض مقلي
fried-eggs-sausages-mushrooms,de,Spiegeleier mit Würstchen und Champignons,Pilze in Scheiben schneiden.|Würstchen goldbraun braten.|Pilze hinzufügen und weich braten.|Eier aufschlagen und fertig garen.,540,26,8,42,1,15,Eier:2:pcs;Frühstückswürstchen:2:pcs;Champignons:100:g;Olivenöl:1:tsp;Salz:1:tsp,Frühstück;Spiegeleier
fried-eggs-sausages-mushrooms,en,Fried Eggs with Sausages and Mushrooms,"Slice mushrooms.|Fry sausages until golden.|Add mushrooms, cook until soft.|Crack eggs and cook until done.",540,26,8,42,1,15,Eggs:2:pcs;Breakfast sausages:2:pcs;Mushrooms:100:g;Olive oil:1:tsp;Salt:1:tsp,breakfast;fried eggs
fried-eggs-sausages-mushrooms,es,Huevos fritos con salchichas y champiñones,Cortar los champiñones en láminas.|Freír las salchichas hasta dorar.|Añadir los champiñones y cocinar hasta que estén tiernos.|Romper los huevos y cocinar hasta que estén listos.,540,26,8,42,1,15,Huevos:2:pcs;Salchichas de desayuno:2:pcs;Champiñones:100:g;Aceite de oliva:1:tsp;Sal:1:tsp,desayuno;huevos fritos
fried-eggs-sausages-mushrooms,fr,Œufs au plat avec saucisses et champignons,"Émincer les champignons.|Faire dorer les saucisses.|Ajouter les champignons, cuire jusqu'à tendreté.|Casser les œufs et cuire jusqu'à la cuisson souhaitée.",540,26,8,42,1,15,Œufs:2:pcs;Saucisses de petit-déjeuner:2:pcs;Champignons:100:g;Huile d'olive:1:tsp;Sel:1:tsp,"
petit-déjeuner;œufs au plat"
fried-eggs-sausages-mushrooms,he,ביצת עין עם נקניקיות ופטריות,לפרוס את הפטריות.|לטגן את הנקניקיות עד להזהבה.|להוסיף פטריות ולבשל עד שיתרככו.|לשבור ביצים ולבשל עד להכנה.,540,26,8,42,1,15,ביצים:2:pcs;נקניקיות בוקר:2:pcs;פטריות:100:g;שמן זית:1:tsp;מלח:1:tsp,ארוחת בוקר;ביצת עין
fried-eggs-sausages-mushrooms,hi,सॉसेज और मशरूम के साथ तली हुई अंडे,"मशरूम को स्लाइस करें।|सॉसेज को सुनहरा होने तक तलें।|मशरूम डालें, नरम होने तक पकाएं।|अंडे फोड़ें और पकने तक पकाएं।",540,26,8,42,1,15,अंडे:2:pcs;ब्रेकफास्ट सॉसेज:2:pcs;मशरूम:100:g;जैतून का तेल:1:tsp;नमक:1:tsp,नाश्ता;तले अंडे
fried-eggs-sausages-mushrooms,id,Telur Ceplok dengan Sosis dan Jamur,"Iris jamur tipis-tipis.|Goreng sosis hingga kecokelatan.|Tambahkan jamur, masak hingga lunak.|Pecahkan telur dan masak hingga matang.",540,26,8,42,1,15,Telur:2:pcs;Sosis sarapan:2:pcs;Jamur:100:g;Minyak zaitun:1:tsp;Garam:1:tsp,sarapan;telur ceplok
fried-eggs-sausages-mushrooms,it,Uova fritte con salsicce e funghi,Affettare i funghi.|Rosolare le salsicce fino a doratura.|Aggiungere i funghi e cuocere fino a che siano morbidi.|Rompere le uova e cuocere fino a cottura.,540,26,8,42,1,15,Uova:2:pcs;Salsicce da colazione:2:pcs;Funghi:100:g;Olio d'oliva:1:tsp;Sale:1:tsp,colazione;uova fritte
fried-eggs-sausages-mushrooms,ja,ソーセージときのこの目玉焼き,きのこをスライスする。|ソーセージをきつね色になるまで焼く。|きのこを加え、柔らかくなるまで炒める。|卵を割り入れ、好みの焼き加減にする。,540,26,8,42,1,15,卵:2:pcs;朝食用ソーセージ:2:pcs;マッシュルーム:100:g;オリーブオイル:1:tsp;塩:1:tsp,朝食;目玉焼き
fried-eggs-sausages-mushrooms,ko,소시지와 버섯 계란 후라이,버섯을 슬라이스하세요.|소시지를 노릇하게 구우세요.|버섯을 넣고 부드러워질 때까지 볶으세요.|달걀을 깨넣고 익을 때까지 조리하세요.,540,26,8,42,1,15,달걀:2:pcs;아침용 소시지:2:pcs;버섯:100:g;올리브유:1:tsp;소금:1:tsp,아침식사;계란 후라이
fried-eggs-sausages-mushrooms,nl,Gebakken eieren met worstjes en champignons,Snijd de champignons in plakjes.|Bak de worstjes goudbruin.|Voeg de champignons toe en bak tot ze zacht zijn.|Breek de eieren erin en bak tot ze gaar zijn.,540,26,8,42,1,15,Eieren:2:pcs;Ontbijtworstjes:2:pcs;Champignons:100:g;Olijfolie:1:tsp;Zout:1:tsp,ontbijt;gebakken eieren
fried-eggs-sausages-mushrooms,pl,Jajka sadzone z kiełbaskami i pieczarkami,Pokroić pieczarki w plastry.|Obsmażyć kiełbaski do złotego koloru.|Dodać pieczarki i smażyć do miękkości.|Wbić jajka i smażyć do gotowości.,540,26,8,42,1,15,Jajka:2:pcs;Kiełbaski śniadaniowe:2:pcs;Pieczarki:100:g;Oliwa z oliwek:1:tsp;Sól:1:tsp,śniadanie;jajka sadzone
fried-eggs-sausages-mushrooms,pt-BR,Ovos fritos com salsichas e cogumelos,Fatie os cogumelos.|Frite as salsichas até dourar.|Adicione os cogumelos e cozinhe até ficarem macios.|Quebre os ovos e cozinhe até ficarem prontos.,540,26,8,42,1,15,Ovos:2:pcs;Salsichas de café da manhã:2:pcs;Cogumelos:100:g;Azeite de oliva:1:tsp;Sal:1:tsp,café da manhã;ovos fritos
fried-eggs-sausages-mushrooms,ru,Яичница с сосисками и шампиньонами,"Грибы нарежьте пластинками.|Сосиски обжарьте до румяности.|Добавьте грибы, обжаривайте до мягкости.|Вбейте яйца и доведите до готовности.",540,26,8,42,1,15,Яйца:2:pcs;Сосиски для завтрака:2:pcs;Шампиньоны:100:g;Оливковое масло:1:tsp;Соль:1:tsp,завтрак;яичница
fried-eggs-sausages-mushrooms,th,ไข่ดาวกับไส้กรอกและเห็ด,หั่นเห็ดเป็นแผ่น|ทอดไส้กรอกจนเหลืองกรอบ|ใส่เห็ดผัดจนนิ่ม|ตอกไข่ทอดจนสุก,540,26,8,42,1,15,ไข่:2:pcs;ไส้กรอกอาหารเช้า:2:pcs;เห็ด:100:g;น้ำมันมะกอก:1:tsp;เกลือ:1:tsp,อาหารเช้า;ไข่ดาว
fried-eggs-sausages-mushrooms,tr,Sosisli ve Mantarlı Sahanda Yumurta,"Mantarları dilimleyin.|Sosisleri altın rengi olana kadar kızartın.|Mantarları ekleyin, yumuşayana kadar pişirin.|Yumurtaları kırın ve pişene kadar bekleyin.",540,26,8,42,1,15,Yumurta:2:pcs;Kahvaltı sosisi:2:pcs;Mantar:100:g;Zeytinyağı:1:tsp;Tuz:1:tsp,kahvaltı;sahanda yumurta
fried-eggs-sausages-mushrooms,uk,Яєчня з ковбасками та печерицями,"Гриби наріжте пластинками.|Ковбаски обсмажте до рум'яності.|Додайте гриби, обсмажуйте до м'якості.|Вбийте яйця та доведіть до готовності.",540,26,8,42,1,15,Яйця:2:pcs;Сніданкові ковбаски:2:pcs;Печериці:100:g;Оливкова олія:1:tsp;Сіль:1:tsp,сніданок;яєчня
fried-eggs-sausages-mushrooms,vi,Trứng chiên với xúc xích và nấm,"Cắt nấm thành lát mỏng.|Chiên xúc xích đến vàng giòn.|Thêm nấm, xào đến mềm.|Đập trứng vào và chiên chín.",540,26,8,42,1,15,Trứng:2:pcs;Xúc xích ăn sáng:2:pcs;Nấm:100:g;Dầu ô liu:1:tsp;Muối:1:tsp,bữa sáng;trứng chiên
fried-eggs-sausages-mushrooms,zh-Hans,煎蛋配香肠和蘑菇,将蘑菇切片。|将香肠煎至金黄。|加入蘑菇炒至变软。|打入鸡蛋煎至熟透。,540,26,8,42,1,15,鸡蛋:2:pcs;早餐香肠:2:pcs;蘑菇:100:g;橄榄油:1:tsp;盐:1:tsp,早餐;煎蛋
pan-fried-potato-egg,ar,بطاطا مقلية مع بيض وأعشاب,قطّعي البطاطا إلى شرائح دائرية.|اقليها بالزبدة حتى تصبح ذهبية ومقرمشة.|اكسري البيض وأضيفي الملح.|اطهي حتى النضج المطلوب وزيّني بالأعشاب.,480,18,40,30,1,20,بطاطا مسلوقة:200:g;بيض:2:pcs;زبدة:15:g;أعشاب طازجة:10:g;ملح:1:tsp,فطور;بطاطا
pan-fried-potato-egg,de,Bratkartoffeln mit Ei und Kräutern,"Kartoffeln in Scheiben schneiden.|In Butter goldbraun braten.|Eier aufschlagen und salzen.|Bis zur gewünschten Garstufe braten, mit Kräutern bestreuen.",480,18,40,30,1,20,Gekochte Kartoffeln:200:g;Eier:2:pcs;Butter:15:g;Frische Kräuter:10:g;Salz:1:tsp,Frühstück;Bratkartoffeln
pan-fried-potato-egg,en,Pan-Fried Potato with Egg and Herbs,"Slice potatoes into rounds.|Fry in butter until golden crust.|Crack eggs, add salt.|Cook to desired doneness, top with herbs.",480,18,40,30,1,20,Boiled potato:200:g;Eggs:2:pcs;Butter:15:g;Fresh herbs:10:g;Salt:1:tsp,breakfast;pan-fried
pan-fried-potato-egg,es,Papas fritas con huevo y hierbas,"Cortar las papas en rodajas.|Freír en mantequilla hasta formar costra dorada.|Romper los huevos, añadir sal.|Cocinar al punto deseado y cubrir con hierbas.",480,18,40,30,1,20,Papa cocida:200:g;Huevos:2:pcs;Mantequilla:15:g;Hierbas frescas:10:g;Sal:1:tsp,desayuno;papas fritas
pan-fried-potato-egg,fr,Pommes de terre sautées avec œuf et herbes,"Couper les pommes de terre en rondelles.|Faire revenir dans le beurre jusqu'à obtenir une croûte dorée.|Casser les œufs, saler.|Cuire à la cuisson souhaitée, garnir d'herbes.",480,18,40,30,1,20,Pommes de terre cuites:200:g;Œufs:2:pcs;Beurre:15:g;Herbes fraîches:10:g;Sel:1:tsp,"
petit-déjeuner;pommes sautées"
pan-fried-potato-egg,he,תפוחי אדמה מטוגנים עם ביצה ועשבי תיבול,לחתוך את תפוחי האדמה לפרוסות עגולות.|לטגן בחמאה עד לקרום זהוב.|לשבור ביצים ולהוסיף מלח.|לבשל לדרגת הבישול הרצויה ולפזר עשבי תיבול.,480,18,40,30,1,20,תפוחי אדמה מבושלים:200:g;ביצים:2:pcs;חמאה:15:g;עשבי תיבול טריים:10:g;מלח:1:tsp,ארוחת בוקר;תפוחי אדמה מטוגנים
pan-fried-potato-egg,hi,अंडे और जड़ी-बूटियों के साथ तले आलू,"आलू को गोल स्लाइस में काटें।|मक्खन में सुनहरा होने तक तलें।|अंडे फोड़ें, नमक डालें।|मनचाहे पकने तक पकाएं और जड़ी-बूटियाँ डालें।",480,18,40,30,1,20,उबले आलू:200:g;अंडे:2:pcs;मक्खन:15:g;ताजी जड़ी-बूटियाँ:10:g;नमक:1:tsp,नाश्ता;तले आलू
pan-fried-potato-egg,id,Kentang Goreng dengan Telur dan Herba,"Iris kentang menjadi bulatan.|Goreng dalam mentega hingga kecokelatan.|Pecahkan telur, tambahkan garam.|Masak sesuai kematangan yang diinginkan, taburi herba.",480,18,40,30,1,20,Kentang rebus:200:g;Telur:2:pcs;Mentega:15:g;Herba segar:10:g;Garam:1:tsp,sarapan;kentang goreng
pan-fried-potato-egg,it,Patate in padella con uovo e erbe aromatiche,"Tagliare le patate a rondelle.|Friggere nel burro fino a ottenere una crosta dorata.|Rompere le uova, salare.|Cuocere al grado desiderato, guarnire con erbe.",480,18,40,30,1,20,Patate lesse:200:g;Uova:2:pcs;Burro:15:g;Erbe fresche:10:g;Sale:1:tsp,colazione;patate in padella
pan-fried-potato-egg,ja,じゃがいもと卵のバター焼き ハーブ添え,じゃがいもを輪切りにする。|バターできつね色になるまで焼く。|卵を割り入れ、塩を加える。|好みの焼き加減まで調理し、ハーブをのせる。,480,18,40,30,1,20,茹でたじゃがいも:200:g;卵:2:pcs;バター:15:g;フレッシュハーブ:10:g;塩:1:tsp,朝食;じゃがいも焼き
pan-fried-potato-egg,ko,감자 계란 허브 팬 구이,감자를 동그랗게 슬라이스하세요.|버터에 노릇하게 구우세요.|달걀을 깨넣고 소금을 뿌리세요.|원하는 익힘 정도로 조리하고 허브를 올리세요.,480,18,40,30,1,20,삶은 감자:200:g;달걀:2:pcs;버터:15:g;신선한 허브:10:g;소금:1:tsp,아침식사;감자 구이
pan-fried-potato-egg,nl,Gebakken aardappelen met ei en kruiden,"Snijd de aardappelen in plakjes.|Bak in boter tot een goudbruin korstje.|Breek de eieren erin, voeg zout toe.|Bak tot de gewenste gaarheid, bestrooi met kruiden.",480,18,40,30,1,20,Gekookte aardappelen:200:g;Eieren:2:pcs;Boter:15:g;Verse kruiden:10:g;Zout:1:tsp,ontbijt;gebakken aardappelen
pan-fried-potato-egg,pl,Smażone ziemniaki z jajkiem i ziołami,"Pokroić ziemniaki w plastry.|Smażyć na maśle do złotej skórki.|Wbić jajka, posolić.|Smażyć do pożądanej gotowości, posypać ziołami.",480,18,40,30,1,20,Gotowane ziemniaki:200:g;Jajka:2:pcs;Masło:15:g;Świeże zioła:10:g;Sól:1:tsp,śniadanie;smażone ziemniaki
pan-fried-potato-egg,pt-BR,Batata frita com ovo e ervas,"Corte as batatas em rodelas.|Frite na manteiga até ficarem douradas e crocantes.|Quebre os ovos, adicione sal.|Cozinhe no ponto desejado e cubra com ervas.",480,18,40,30,1,20,Batata cozida:200:g;Ovos:2:pcs;Manteiga:15:g;Ervas frescas:10:g;Sal:1:tsp,café da manhã;batata frita
pan-fried-potato-egg,ru,Жареная картошка с яйцом и зеленью,"Картофель нарежьте кружочками.|Обжарьте на сливочном масле до золотистой корочки.|Вбейте яйца, посолите.|Готовьте до желаемой готовности, посыпьте зеленью.",480,18,40,30,1,20,Отварной картофель:200:g;Яйца:2:pcs;Сливочное масло:15:g;Зелень:10:g;Соль:1:tsp,завтрак;жареная картошка
pan-fried-potato-egg,th,มันฝรั่งทอดกับไข่และสมุนไพร,หั่นมันฝรั่งเป็นแว่น|ทอดในเนยจนเหลืองกรอบ|ตอกไข่ใส่ เติมเกลือ|ทอดจนสุกตามต้องการ โรยสมุนไพร,480,18,40,30,1,20,มันฝรั่งต้ม:200:g;ไข่:2:pcs;เนย:15:g;สมุนไพรสด:10:g;เกลือ:1:tsp,อาหารเช้า;มันฝรั่งทอด
pan-fried-potato-egg,tr,Yumurtalı ve Otlu Kızartma Patates,"Patatesleri yuvarlak dilimler halinde kesin.|Tereyağında altın rengi olana kadar kızartın.|Yumurtaları kırın, tuz ekleyin.|İstenilen kıvama kadar pişirin, otlarla süsleyin.",480,18,40,30,1,20,Haşlanmış patates:200:g;Yumurta:2:pcs;Tereyağı:15:g;Taze otlar:10:g;Tuz:1:tsp,kahvaltı;kızartma patates
pan-fried-potato-egg,uk,"Картопля, обсмажена з яйцем і зеленню","Картоплю наріжте кружальцями.|Обсмажте на вершковому маслі до золотистої скоринки.|Вбийте яйця, посоліть.|Готуйте до бажаної готовності, посипте зеленню.",480,18,40,30,1,20,Відварна картопля:200:g;Яйця:2:pcs;Вершкове масло:15:g;Зелень:10:g;Сіль:1:tsp,сніданок;смажена картопля
pan-fried-potato-egg,vi,Khoai tây chiên với trứng và rau thơm,"Cắt khoai tây thành lát tròn.|Chiên trong bơ đến vàng giòn.|Đập trứng vào, thêm muối.|Chiên đến độ chín mong muốn, rắc rau thơm.",480,18,40,30,1,20,Khoai tây luộc:200:g;Trứng:2:pcs;Bơ:15:g;Rau thơm tươi:10:g;Muối:1:tsp,bữa sáng;khoai tây chiên
pan-fried-potato-egg,zh-Hans,煎土豆配鸡蛋和香草,将土豆切成圆片。|用黄油煎至金黄酥脆。|打入鸡蛋，加盐。|煎至理想熟度，撒上香草。,480,18,40,30,1,20,煮熟土豆:200:g;鸡蛋:2:pcs;黄油:15:g;新鲜香草:10:g;盐:1:tsp,早餐;煎土豆
salmon-cream-cheese-toast,ar,توست بجبنة كريمية وسلمون وخيار,حمّصي الخبز حتى يصبح مقرمشاً.|ادهني الجبنة الكريمية.|ضعي شرائح السلمون والخيار.|رشّي عصير الليمون.,390,22,28,24,1,10,خبز أسمر:1:pcs;جبنة كريمية:40:g;سلمون مملح خفيف:50:g;خيار:30:g;عصير ليمون:1:tsp,فطور;توست
salmon-cream-cheese-toast,de,"Toast mit Frischkäse, Lachs und Gurke",Brot knusprig toasten.|Frischkäse aufstreichen.|Lachs und Gurke darauflegen.|Mit Zitronensaft beträufeln.,390,22,28,24,1,10,Vollkornbrot:1:pcs;Frischkäse:40:g;Leicht gesalzener Lachs:50:g;Gurke:30:g;Zitronensaft:1:tsp,Frühstück;Toast
salmon-cream-cheese-toast,en,"Toast with Cream Cheese, Salmon and Cucumber",Toast bread until crispy.|Spread cream cheese.|Add salmon and cucumber.|Drizzle with lemon juice.,390,22,28,24,1,10,Whole grain bread:1:pcs;Cream cheese:40:g;Lightly salted salmon:50:g;Cucumber:30:g;Lemon juice:1:tsp,breakfast;toast
salmon-cream-cheese-toast,es,"Tostada con queso crema, salmón y pepino",Tostar el pan hasta que quede crujiente.|Untar el queso crema.|Colocar el salmón y el pepino.|Rociar con jugo de limón.,390,22,28,24,1,10,Pan integral:1:pcs;Queso crema:40:g;Salmón ligeramente salado:50:g;Pepino:30:g;Jugo de limón:1:tsp,desayuno;tostada
salmon-cream-cheese-toast,fr,"Toast au fromage frais, saumon et concombre",Faire griller le pain jusqu'à ce qu'il soit croustillant.|Tartiner le fromage frais.|Disposer le saumon et le concombre.|Arroser de jus de citron.,390,22,28,24,1,10,Pain complet:1:pcs;Fromage frais:40:g;Saumon légèrement salé:50:g;Concombre:30:g;Jus de citron:1:tsp,"
petit-déjeuner;toast"
salmon-cream-cheese-toast,he,"טוסט עם גבינת שמנת, סלמון ומלפפון",לקלות את הלחם עד שיהיה פריך.|למרוח גבינת שמנת.|להניח סלמון ומלפפון.|לזלף מיץ לימון.,390,22,28,24,1,10,לחם מלא:1:pcs;גבינת שמנת:40:g;סלמון מלוח קלות:50:g;מלפפון:30:g;מיץ לימון:1:tsp,ארוחת בוקר;טוסט
salmon-cream-cheese-toast,hi,"क्रीम चीज़, सैल्मन और खीरे का टोस्ट",ब्रेड को कुरकुरा होने तक टोस्ट करें।|क्रीम चीज़ लगाएं।|सैल्मन और खीरा रखें।|नींबू का रस छिड़कें।,390,22,28,24,1,10,साबुत अनाज की ब्रेड:1:pcs;क्रीम चीज़:40:g;हल्का नमकीन सैल्मन:50:g;खीरा:30:g;नींबू का रस:1:tsp,नाश्ता;टोस्ट
salmon-cream-cheese-toast,id,"Roti Panggang dengan Krim Keju, Salmon dan Mentimun",Panggang roti hingga renyah.|Oleskan krim keju.|Tambahkan salmon dan mentimun.|Siram dengan jus lemon.,390,22,28,24,1,10,Roti gandum:1:pcs;Krim keju:40:g;Salmon asin ringan:50:g;Mentimun:30:g;Jus lemon:1:tsp,sarapan;roti panggang
salmon-cream-cheese-toast,it,"Toast con formaggio spalmabile, salmone e cetriolo",Tostare il pane fino a renderlo croccante.|Spalmare il formaggio spalmabile.|Adagiare il salmone e il cetriolo.|Condire con succo di limone.,390,22,28,24,1,10,Pane integrale:1:pcs;Formaggio spalmabile:40:g;Salmone leggermente salato:50:g;Cetriolo:30:g;Succo di limone:1:tsp,colazione;toast
salmon-cream-cheese-toast,ja,クリームチーズとサーモンときゅうりのトースト,パンをカリカリにトーストする。|クリームチーズを塗る。|サーモンときゅうりをのせる。|レモン汁をかける。,390,22,28,24,1,10,全粒粉パン:1:pcs;クリームチーズ:40:g;軽塩サーモン:50:g;きゅうり:30:g;レモン汁:1:tsp,朝食;トースト
salmon-cream-cheese-toast,ko,크림치즈 연어 오이 토스트,빵을 바삭하게 토스트하세요.|크림치즈를 바르세요.|연어와 오이를 올리세요.|레몬즙을 뿌리세요.,390,22,28,24,1,10,통곡물 빵:1:pcs;크림치즈:40:g;연어:50:g;오이:30:g;레몬즙:1:tsp,아침식사;토스트
salmon-cream-cheese-toast,nl,"Toast met roomkaas, zalm en komkommer",Brood knapperig roosteren.|Roomkaas erop smeren.|Zalm en komkommer erop leggen.|Besprenkelen met citroensap.,390,22,28,24,1,10,Volkorenbrood:1:pcs;Roomkaas:40:g;Licht gezouten zalm:50:g;Komkommer:30:g;Citroensap:1:tsp,ontbijt;toast
salmon-cream-cheese-toast,pl,"Tost z serkiem kremowym, łososiem i ogórkiem",Opiec chleb na chrupiąco.|Posmarować serkiem kremowym.|Ułożyć łososia i ogórek.|Skropić sokiem z cytryny.,390,22,28,24,1,10,Chleb pełnoziarnisty:1:pcs;Serek kremowy:40:g;Łosoś lekko solony:50:g;Ogórek:30:g;Sok z cytryny:1:tsp,śniadanie;tost
salmon-cream-cheese-toast,pt-BR,"Torrada com cream cheese, salmão e pepino",Torre o pão até ficar crocante.|Espalhe o cream cheese.|Coloque o salmão e o pepino.|Regue com suco de limão.,390,22,28,24,1,10,Pão integral:1:pcs;Cream cheese:40:g;Salmão levemente salgado:50:g;Pepino:30:g;Suco de limão:1:tsp,café da manhã;torrada
salmon-cream-cheese-toast,ru,"Тост с крем-сыром, лососем и огурцом",Хлеб подсушите до хрустящей корочки.|Намажьте крем-сыр.|Выложите лосось и огурец.|Сбрызните лимонным соком.,390,22,28,24,1,10,Цельнозерновой хлеб:1:pcs;Крем-сыр:40:g;Слабосолёный лосось:50:g;Огурец:30:g;Лимонный сок:1:tsp,завтрак;тост
salmon-cream-cheese-toast,th,ขนมปังปิ้งครีมชีสแซลมอนและแตงกวา,ปิ้งขนมปังจนกรอบ|ทาครีมชีส|วางแซลมอนและแตงกวา|บีบน้ำมะนาว,390,22,28,24,1,10,ขนมปังโฮลวีต:1:pcs;ครีมชีส:40:g;แซลมอนเค็มอ่อน:50:g;แตงกวา:30:g;น้ำมะนาว:1:tsp,อาหารเช้า;ขนมปังปิ้ง
salmon-cream-cheese-toast,tr,"Krem Peynirli, Somonlu ve Salatalıklı Tost",Ekmeği çıtır olana kadar kızartın.|Krem peynir sürün.|Somon ve salatalık yerleştirin.|Limon suyu gezirin.,390,22,28,24,1,10,Tam buğday ekmeği:1:pcs;Krem peynir:40:g;Hafif tuzlanmış somon:50:g;Salatalık:30:g;Limon suyu:1:tsp,kahvaltı;tost
salmon-cream-cheese-toast,uk,"Тост з крем-сиром, лососем і огірком",Хліб підсушіть до хрумкої скоринки.|Намажте крем-сир.|Викладіть лосось і огірок.|Збризніть лимонним соком.,390,22,28,24,1,10,Хліб цільнозерновий:1:pcs;Крем-сир:40:g;Лосось слабосолений:50:g;Огірок:30:g;Лимонний сік:1:tsp,сніданок;тост
salmon-cream-cheese-toast,vi,"Bánh mì nướng với phô mai kem, cá hồi và dưa chuột",Nướng bánh mì cho giòn.|Phết phô mai kem.|Đặt cá hồi và dưa chuột lên.|Rưới nước chanh.,390,22,28,24,1,10,Bánh mì nguyên cám:1:pcs;Phô mai kem:40:g;Cá hồi muối nhẹ:50:g;Dưa chuột:30:g;Nước chanh:1:tsp,bữa sáng;bánh mì nướng
salmon-cream-cheese-toast,zh-Hans,奶油芝士三文鱼黄瓜吐司,将面包烤至酥脆。|涂抹奶油芝士。|放上三文鱼和黄瓜。|淋上柠檬汁。,390,22,28,24,1,10,全麦面包:1:pcs;奶油芝士:40:g;轻腌三文鱼:50:g;黄瓜:30:g;柠檬汁:1:tsp,早餐;吐司
buckwheat-poached-egg-butter,ar,حنطة سوداء دافئة مع بيض مسلوق وزبدة,سخّني الحنطة السوداء وأضيفي الزبدة.|اطهي البيض بطريقة البوشيه (2.5-3 دقائق).|ضعي البيض فوق الحنطة السوداء وأضيفي الملح.,370,15,38,18,1,15,حنطة سوداء مطبوخة:150:g;بيض:1:pcs;زبدة:10:g;ملح:1:tsp,فطور;حنطة سوداء
buckwheat-poached-egg-butter,de,Warmer Buchweizen mit pochiertem Ei und Butter,"Buchweizen aufwärmen und Butter hinzufügen.|Ei pochieren (2,5–3 Minuten).|Ei auf den Buchweizen legen und salzen.",370,15,38,18,1,15,Gekochter Buchweizen:150:g;Ei:1:pcs;Butter:10:g;Salz:1:tsp,Frühstück;Buchweizen
buckwheat-poached-egg-butter,en,Warm Buckwheat with Poached Egg and Butter,"Reheat buckwheat and add butter.|Poach the egg (2.5-3 minutes).|Place egg on top of buckwheat, add salt.",370,15,38,18,1,15,Cooked buckwheat:150:g;Egg:1:pcs;Butter:10:g;Salt:1:tsp,breakfast;buckwheat
buckwheat-poached-egg-butter,es,Trigo sarraceno tibio con huevo pochado y mantequilla,"Recalentar el trigo sarraceno y añadir mantequilla.|Cocinar el huevo pochado (2,5-3 minutos).|Colocar el huevo sobre el trigo sarraceno y añadir sal.",370,15,38,18,1,15,Trigo sarraceno cocido:150:g;Huevo:1:pcs;Mantequilla:10:g;Sal:1:tsp,desayuno;trigo sarraceno
buckwheat-poached-egg-butter,fr,Sarrasin chaud avec œuf poché et beurre,"Réchauffer le sarrasin et ajouter le beurre.|Pocher l'œuf (2,5-3 minutes).|Déposer l'œuf sur le sarrasin et saler.",370,15,38,18,1,15,Sarrasin cuit:150:g;Œuf:1:pcs;Beurre:10:g;Sel:1:tsp,"
petit-déjeuner;sarrasin"
